product_id,name,category,brand,price,description,specifications,features,rating,stock_count
102,OnePlus 11R,Smartphone,OnePlus,112644,High-performance smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.1-inch OLED, Storage: 1TB, RAM: 6GB, Battery: 5491mAh","Water resistant, 5G, Face unlock, AI photography, Fingerprint, High refresh rate",4.4,83
103,Honor Magic5 Pro,Smartphone,Honor,213547,Sleek smartphone designed for business with exceptional performance and modern features.,"Display: 12.6-inch Retina, Storage: 512GB, RAM: 12GB, Battery: 5905mAh","5G, Fast charging, Water resistant, Wireless charging, High refresh rate, Fingerprint",4.9,65
104,MSI Titan GT77 HX,Laptop,MSI,68908,Professional laptop designed for business with exceptional performance and modern features.,"Display: 17.0-inch 4K, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i7","Thunderbolt, USB-C, Backlit keyboard",3.7,50
105,LG Gram 17 (2023),Laptop,LG,66756,Professional laptop designed for gaming with exceptional performance and modern features.,"Display: 17.2-inch 2K, Storage: 512GB SSD, RAM: 16GB, Processor: M3","Long battery life, Thunderbolt, Dedicated graphics, USB-C, Lightweight",4.1,26
106,Asus Zenfone 10,Smartphone,Asus,31089,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 7.4-inch Retina, Storage: 64GB, RAM: 6GB, Battery: 4548mAh","AMOLED display, 5G, Fingerprint, Fast charging, AI photography",3.7,7
107,Realme Narzo 60 Pro,Smartphone,Realme,156479,Reliable smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.2-inch AMOLED, Storage: 1TB, RAM: 6GB, Battery: 3212mAh","AMOLED display, 5G, Face unlock, AI photography, Multiple cameras",4.4,28
108,OnePlus 11R,Smartphone,OnePlus,47808,Professional smartphone designed for creativity with exceptional performance and modern features.,"Display: 10.3-inch LCD, Storage: 256GB, RAM: 8GB, Battery: 3276mAh","Multiple cameras, Wireless charging, Face unlock, Fast charging, AI photography, 5G",5.0,98
109,HP Envy 16,Laptop,HP,154324,Sleek laptop designed for creativity with exceptional performance and modern features.,"Display: 13.9-inch QHD, Storage: 256GB SSD, RAM: 64GB, Processor: M2","Wi-Fi 6, Long battery life, USB-C",3.9,57
110,Samsung Galaxy Z Flip 5,Smartphone,Samsung,299757,High-performance smartphone designed for daily use with exceptional performance and modern features.,"Display: 6.4-inch AMOLED, Storage: 64GB, RAM: 4GB, Battery: 3149mAh","Fast charging, Wireless charging, 5G, High refresh rate, AMOLED display, Water resistant",4.4,99
111,Microsoft Surface Laptop 5,Laptop,Microsoft,90812,Premium laptop designed for entertainment with exceptional performance and modern features.,"Display: 15.1-inch 2K, Storage: 1TB SSD, RAM: 32GB, Processor: AMD Ryzen 9","Thunderbolt, Long battery life, Wi-Fi 6, Dedicated graphics, Touch screen, Backlit keyboard",4.6,63
112,Samsung Galaxy Book3 Ultra,Laptop,Samsung,269595,High-performance laptop designed for content creation with exceptional performance and modern features.,"Display: 16.4-inch FHD, Storage: 1TB SSD, RAM: 64GB, Processor: AMD Ryzen 9","Touch screen, SSD storage, Long battery life",4.2,6
113,Samsung Galaxy Z Flip 5,Smartphone,Samsung,37267,Versatile smartphone designed for professional work with exceptional performance and modern features.,"Display: 7.4-inch LCD, Storage: 256GB, RAM: 16GB, Battery: 3757mAh","Wireless charging, Fast charging, Water resistant, AI photography, Multiple cameras",4.4,74
114,Xiaomi 13T Pro,Smartphone,Xiaomi,285560,Innovative smartphone designed for gaming with exceptional performance and modern features.,"Display: 5.4-inch LCD, Storage: 128GB, RAM: 4GB, Battery: 4830mAh","High refresh rate, Fast charging, Multiple cameras, 5G, AMOLED display",4.7,57
115,Moto G84,Smartphone,Moto,202417,Premium smartphone designed for gaming with exceptional performance and modern features.,"Display: 11.0-inch OLED, Storage: 128GB, RAM: 12GB, Battery: 3693mAh","Water resistant, Fingerprint, Multiple cameras, Wireless charging",3.5,97
116,Honor 90,Smartphone,Honor,191207,Cutting-edge smartphone designed for productivity with exceptional performance and modern features.,"Display: 6.2-inch OLED, Storage: 512GB, RAM: 6GB, Battery: 4610mAh","Water resistant, AMOLED display, Wireless charging, AI photography, High refresh rate, Fast charging",4.7,31
117,Microsoft Surface Laptop Studio 2,Laptop,Microsoft,40847,Premium laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.3-inch 2K, Storage: 1TB SSD, RAM: 16GB, Processor: M2","Wi-Fi 6, Fingerprint reader, Long battery life, Thunderbolt, Lightweight, Touch screen",4.1,56
118,Huawei Mate 50 Pro,Smartphone,Huawei,68602,Versatile smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.1-inch Retina, Storage: 128GB, RAM: 12GB, Battery: 3807mAh","Wireless charging, Face unlock, Fast charging",4.0,85
119,Samsung Galaxy M34,Smartphone,Samsung,189132,Cutting-edge smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.6-inch AMOLED, Storage: 1TB, RAM: 4GB, Battery: 3660mAh","Fast charging, AI photography, Wireless charging, Fingerprint, Face unlock",4.0,10
120,Oppo F23 Pro,Smartphone,Oppo,259461,Powerful smartphone designed for business with exceptional performance and modern features.,"Display: 12.2-inch LCD, Storage: 1TB, RAM: 4GB, Battery: 4661mAh","Wireless charging, AI photography, Face unlock",4.2,21
121,Xiaomi 14 Ultra,Smartphone,Xiaomi,291646,High-performance smartphone designed for productivity with exceptional performance and modern features.,"Display: 8.5-inch LCD, Storage: 512GB, RAM: 4GB, Battery: 4441mAh","Fingerprint, Multiple cameras, AMOLED display, Face unlock, Fast charging",3.9,81
122,Xiaomi 14 Ultra,Smartphone,Xiaomi,32711,Advanced smartphone designed for daily use with exceptional performance and modern features.,"Display: 5.1-inch LCD, Storage: 512GB, RAM: 8GB, Battery: 5476mAh","5G, Multiple cameras, Wireless charging, Fingerprint, AMOLED display, AI photography",4.0,86
123,LG Gram 17 (2023),Laptop,LG,172936,Professional laptop designed for professional work with exceptional performance and modern features.,"Display: 14.9-inch QHD, Storage: 2TB SSD, RAM: 16GB, Processor: Intel i5","Touch screen, USB-C, Lightweight, Dedicated graphics, SSD storage",3.6,81
124,Huawei P60 Pro,Smartphone,Huawei,297711,Versatile smartphone designed for productivity with exceptional performance and modern features.,"Display: 7.0-inch AMOLED, Storage: 128GB, RAM: 12GB, Battery: 3826mAh","Wireless charging, AI photography, AMOLED display",4.4,40
125,Asus Zenfone 10,Smartphone,Asus,156727,Powerful smartphone designed for business with exceptional performance and modern features.,"Display: 12.2-inch LCD, Storage: 1TB, RAM: 4GB, Battery: 4661mAh","Wireless charging, AI photography, Face unlock",4.0,85
126,Apple iPhone 15,Smartphone,Apple,143224,Versatile smartphone designed for business with exceptional performance and modern features.,"Display: 7.1-inch Retina, Storage: 64GB, RAM: 6GB, Battery: 4621mAh","AI photography, Face unlock, High refresh rate, 5G",4.2,92
127,Lenovo Legion Pro 7i Gen 8,Laptop,Lenovo,93042,Sleek laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.1-inch FHD, Storage: 2TB SSD, RAM: 16GB, Processor: M2","Long battery life, Dedicated graphics, Thunderbolt",4.8,76
128,OnePlus 11R,Smartphone,OnePlus,280158,Professional smartphone designed for productivity with exceptional performance and modern features.,"Display: 5.6-inch AMOLED, Storage: 1TB, RAM: 16GB, Battery: 4716mAh","Face unlock, AI photography, High refresh rate, Wireless charging, Fast charging, AMOLED display",3.7,17
129,LG Gram Style,Laptop,LG,59734,High-performance laptop designed for creativity with exceptional performance and modern features.,"Display: 15.5-inch 4K, Storage: 2TB SSD, RAM: 8GB, Processor: M2","Long battery life, Wi-Fi 6, Lightweight",4.3,70
130,Huawei P60 Pro,Smartphone,Huawei,192175,Premium smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.3-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 4623mAh","AI photography, Face unlock, Fast charging, Wireless charging",4.4,97
131,Dell Precision 5680,Laptop,Dell,238492,High-performance laptop designed for productivity with exceptional performance and modern features.,"Display: 14.3-inch FHD, Storage: 512GB SSD, RAM: 32GB, Processor: Intel i5","Thunderbolt, Wi-Fi 6, Fingerprint reader, SSD storage, Lightweight, Touch screen",3.5,44
132,Oppo Find X7 Ultra,Smartphone,Oppo,30995,High-performance smartphone designed for productivity with exceptional performance and modern features.,"Display: 8.5-inch LCD, Storage: 512GB, RAM: 4GB, Battery: 4441mAh","Fingerprint, Multiple cameras, AMOLED display, Face unlock, Fast charging",5.0,49
133,Asus ROG Phone 8 Pro,Smartphone,Asus,75862,Premium smartphone designed for productivity with exceptional performance and modern features.,"Display: 11.6-inch Retina, Storage: 128GB, RAM: 12GB, Battery: 4604mAh","Face unlock, Fast charging, Multiple cameras",3.7,37
134,Motorola Razr+ (2023),Smartphone,Motorola,81335,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 11.8-inch AMOLED, Storage: 256GB, RAM: 6GB, Battery: 3445mAh","Wireless charging, Fingerprint, AMOLED display, Multiple cameras",4.8,17
135,Honor 90,Smartphone,Honor,176126,Reliable smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.2-inch AMOLED, Storage: 1TB, RAM: 6GB, Battery: 3212mAh","AMOLED display, 5G, Face unlock, AI photography, Multiple cameras",3.9,18
136,Lenovo ThinkBook 16p Gen 4,Laptop,Lenovo,49712,Reliable laptop designed for professional work with exceptional performance and modern features.,"Display: 15.7-inch 4K, Storage: 512GB SSD, RAM: 32GB, Processor: M1","Wi-Fi 6, USB-C, Long battery life, SSD storage, Backlit keyboard, Lightweight",4.6,74
137,Samsung Galaxy Chromebook 2,Laptop,Samsung,260391,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 16.9-inch FHD, Storage: 2TB SSD, RAM: 32GB, Processor: Intel i5","Dedicated graphics, Thunderbolt, SSD storage",3.7,27
138,Realme Narzo 60 Pro,Smartphone,Realme,245357,Premium smartphone designed for productivity with exceptional performance and modern features.,"Display: 11.6-inch Retina, Storage: 128GB, RAM: 12GB, Battery: 4604mAh","Face unlock, Fast charging, Multiple cameras",3.6,51
139,Samsung Galaxy Z Flip 5,Smartphone,Samsung,211748,Advanced smartphone designed for business with exceptional performance and modern features.,"Display: 10.6-inch Retina, Storage: 256GB, RAM: 4GB, Battery: 4369mAh","Face unlock, Multiple cameras, Water resistant",4.6,18
140,Asus Vivobook S 15 OLED,Laptop,Asus,194074,Professional laptop designed for professional work with exceptional performance and modern features.,"Display: 15.8-inch FHD, Storage: 1TB SSD, RAM: 32GB, Processor: AMD Ryzen 5","Long battery life, SSD storage, USB-C, Backlit keyboard, Dedicated graphics, Thunderbolt",4.2,54
141,Samsung Galaxy Chromebook 2,Laptop,Samsung,230354,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 15.0-inch 4K, Storage: 1TB SSD, RAM: 16GB, Processor: M3","Touch screen, Lightweight, Wi-Fi 6, Backlit keyboard, Fingerprint reader, Thunderbolt",4.9,38
142,Apple iPhone 15,Smartphone,Apple,279066,Advanced smartphone designed for business with exceptional performance and modern features.,"Display: 7.6-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 3618mAh","Face unlock, Multiple cameras, Fast charging, AMOLED display, High refresh rate, 5G",4.9,55
143,Asus Zenbook 14 OLED,Laptop,Asus,71682,Professional laptop designed for entertainment with exceptional performance and modern features.,"Display: 15.6-inch FHD, Storage: 2TB SSD, RAM: 8GB, Processor: AMD Ryzen 7","USB-C, SSD storage, Lightweight, Touch screen, Long battery life, Wi-Fi 6",3.6,36
144,Xiaomi 14 Ultra,Smartphone,Xiaomi,89867,Sleek smartphone designed for productivity with exceptional performance and modern features.,"Display: 9.9-inch OLED, Storage: 1TB, RAM: 4GB, Battery: 4697mAh","Fast charging, Water resistant, Face unlock, High refresh rate, Wireless charging",4.4,29
145,Moto G84,Smartphone,Moto,277273,Powerful smartphone designed for gaming with exceptional performance and modern features.,"Display: 9.1-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 5059mAh","5G, Water resistant, Wireless charging, Fast charging, AI photography",3.5,90
146,Sony Xperia 5 V,Smartphone,Sony,100252,Premium smartphone designed for productivity with exceptional performance and modern features.,"Display: 11.6-inch Retina, Storage: 128GB, RAM: 12GB, Battery: 4604mAh","Face unlock, Fast charging, Multiple cameras",4.8,68
147,Apple iPhone 15 Pro Max,Smartphone,Apple,69497,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 5.2-inch OLED, Storage: 256GB, RAM: 16GB, Battery: 4340mAh","Fast charging, Face unlock, Wireless charging, High refresh rate, AI photography",4.9,91
148,Samsung Galaxy S23 FE,Smartphone,Samsung,210112,Powerful smartphone designed for gaming with exceptional performance and modern features.,"Display: 9.1-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 5059mAh","5G, Water resistant, Wireless charging, Fast charging, AI photography",4.7,51
149,Realme 11 Pro+,Smartphone,Realme,182539,Professional smartphone designed for daily use with exceptional performance and modern features.,"Display: 6.5-inch AMOLED, Storage: 128GB, RAM: 12GB, Battery: 5259mAh","Fast charging, Wireless charging, High refresh rate, AMOLED display",4.5,10
150,Microsoft Surface Laptop 5,Laptop,Microsoft,164347,Professional laptop designed for productivity with exceptional performance and modern features.,"Display: 13.4-inch 2K, Storage: 2TB SSD, RAM: 8GB, Processor: Intel i7","Long battery life, Lightweight, Touch screen, Dedicated graphics, Fingerprint reader",4.8,77
151,Acer Swift Go 14,Laptop,Acer,37314,Professional laptop designed for professional work with exceptional performance and modern features.,"Display: 17.2-inch 2K, Storage: 1TB SSD, RAM: 8GB, Processor: M3","Touch screen, Backlit keyboard, Thunderbolt, Lightweight",3.9,55
152,OnePlus 11R,Smartphone,OnePlus,277862,Reliable smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.1-inch LCD, Storage: 256GB, RAM: 4GB, Battery: 3073mAh","Wireless charging, 5G, Fast charging, Face unlock, Fingerprint, High refresh rate",4.8,6
153,Lava Agni 2,Smartphone,Lava,236201,Reliable smartphone designed for creativity with exceptional performance and modern features.,"Display: 11.1-inch LCD, Storage: 256GB, RAM: 4GB, Battery: 3073mAh","Wireless charging, 5G, Fast charging, Face unlock, Fingerprint, High refresh rate",4.7,64
154,Nokia G42,Smartphone,Nokia,213786,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.9-inch OLED, Storage: 512GB, RAM: 16GB, Battery: 4687mAh","Face unlock, AMOLED display, Multiple cameras",3.6,37
155,HP Spectre x360 14,Laptop,HP,172539,High-performance laptop designed for content creation with exceptional performance and modern features.,"Display: 15.6-inch QHD, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i5","Long battery life, Fingerprint reader, Touch screen, Wi-Fi 6, Dedicated graphics, USB-C",3.7,52
156,Asus ProArt Studiobook 16 OLED,Laptop,Asus,158548,High-performance laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.2-inch 4K, Storage: 2TB SSD, RAM: 8GB, Processor: Intel i7","Wi-Fi 6, Touch screen, SSD storage, USB-C, Dedicated graphics",3.5,97
157,Samsung Galaxy A54,Smartphone,Samsung,292965,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 5.2-inch OLED, Storage: 64GB, RAM: 16GB, Battery: 4704mAh","AI photography, Water resistant, Fast charging, 5G, High refresh rate, Wireless charging",4.4,23
